"","date","species","mantle_length_mm","weight_g"
"1",2023-08-06,"ILLEX",115,40
"2",2023-08-06,"ILLEX",121,32
"3",2023-08-06,"ILLEX",115,40
"4",2023-08-06,"ILLEX",122,38
"5",2023-08-06,"ILLEX",118,36
"6",2023-08-06,"ILLEX",115,38
"7",2023-08-06,"ILLEX",128,46
"8",2023-08-06,"ILLEX",126,40
"9",2023-08-06,"ILLEX",114,36
"10",2023-08-06,"ILLEX",108,28
"11",2023-08-06,"ILLEX",111,28
"12",2023-08-06,"ILLEX",124,38
"13",2023-08-06,"ILLEX",123,38
"14",2023-08-06,"ILLEX",108,26
"15",2023-08-06,"ILLEX",118,42
"16",2023-08-06,"ILLEX",126,36
"17",2023-08-06,"ILLEX",124,34
"18",2023-08-06,"ILLEX",140,76
"19",2023-08-06,"ILLEX",121,36
"20",2023-08-06,"ILLEX",119,34
"21",2023-08-06,"ILLEX",123,42
"22",2023-08-06,"ILLEX",134,40
"23",2023-08-06,"ILLEX",125,42
"24",2023-08-06,"ILLEX",120,34
"25",2023-08-06,"ILLEX",125,44
"26",2023-08-06,"ILLEX",116,42
"27",2023-08-06,"ILLEX",125,42
"28",2023-08-06,"ILLEX",110,38
"29",2023-08-06,"ILLEX",116,34
"30",2023-08-06,"ILLEX",121,36
"31",2023-08-06,"ILLEX",111,34
"32",2023-08-06,"ILLEX",131,46
"33",2023-08-06,"ILLEX",121,32
"34",2023-08-06,"ILLEX",126,44
"35",2023-08-06,"ILLEX",131,46
"36",2023-08-06,"ILLEX",117,36
"37",2023-08-06,"ILLEX",116,32
"38",2023-08-06,"ILLEX",119,36
"39",2023-08-06,"ILLEX",118,34
"40",2023-08-06,"ILLEX",130,38
"41",2023-08-06,"ILLEX",137,52
"42",2023-08-06,"ILLEX",130,36
"43",2023-08-06,"ILLEX",108,38
"44",2023-08-06,"ILLEX",107,30
"45",2023-08-06,"ILLEX",110,32
"46",2023-08-06,"ILLEX",117,32
"47",2023-08-06,"ILLEX",115,34
"48",2023-08-06,"ILLEX",129,42
"49",2023-08-06,"ILLEX",129,36
"50",2023-08-06,"ILLEX",127,40
"51",2023-08-06,"ILLEX",123,36
"52",2023-08-06,"ILLEX",123,36
"53",2023-08-06,"ILLEX",127,42
"54",2023-08-06,"ILLEX",116,30
"55",2023-08-06,"ILLEX",122,36
"56",2023-08-06,"ILLEX",112,36
"57",2023-08-06,"ILLEX",126,38
"58",2023-08-06,"ILLEX",131,42
"59",2023-08-06,"ILLEX",114,32
"60",2023-08-06,"ILLEX",128,38
"61",2023-08-06,"ILLEX",118,34
"62",2023-08-06,"ILLEX",110,30
"63",2023-08-06,"ILLEX",119,32
"64",2023-08-06,"ILLEX",127,44
"65",2023-08-06,"ILLEX",125,44
"66",2023-08-06,"ILLEX",121,32
"67",2023-08-06,"ILLEX",128,44
"68",2023-08-06,"ILLEX",123,36
"69",2023-08-06,"ILLEX",116,34
"70",2023-08-06,"ILLEX",137,44
"71",2023-08-06,"ILLEX",164,78
"72",2023-08-06,"ILLEX",118,36
"73",2023-08-06,"ILLEX",156,86
"74",2023-08-06,"ILLEX",120,34
"75",2023-08-06,"ILLEX",119,34
"76",2023-08-06,"ILLEX",134,44
"77",2023-08-06,"ILLEX",121,36
"78",2023-08-06,"ILLEX",140,48
"79",2023-08-06,"ILLEX",128,40
"80",2023-08-06,"ILLEX",133,44
"81",2023-08-06,"ILLEX",121,36
"82",2023-08-06,"ILLEX",123,36
"83",2023-08-06,"ILLEX",124,36
"84",2023-08-06,"ILLEX",142,52
"85",2023-08-06,"ILLEX",118,32
"86",2023-08-06,"ILLEX",119,36
"87",2023-08-06,"ILLEX",116,30
"88",2023-08-06,"ILLEX",109,32
"89",2023-08-06,"ILLEX",128,40
"90",2023-08-06,"ILLEX",150,58
"91",2023-08-06,"ILLEX",121,36
"92",2023-08-06,"ILLEX",118,34
"93",2023-08-06,"ILLEX",126,38
"94",2023-08-06,"ILLEX",132,46
"95",2023-08-06,"ILLEX",121,34
"96",2023-08-06,"ILLEX",125,42
"97",2023-08-06,"ILLEX",111,30
"98",2023-08-06,"ILLEX",126,38
"99",2023-08-06,"ILLEX",130,40
"100",2023-08-06,"ILLEX",123,40
"101",2023-08-06,"ILLEX",115,36
"102",2023-08-06,"ILLEX",130,42
"103",2023-08-06,"ILLEX",112,30
"104",2023-08-06,"ILLEX",131,46
"105",2023-08-06,"ILLEX",117,40
"106",2023-08-06,"ILLEX",118,30
"107",2023-08-06,"ILLEX",136,52
"108",2023-08-06,"ILLEX",128,40
"109",2023-08-06,"ILLEX",120,38
"110",2023-08-06,"ILLEX",120,32
"111",2023-08-06,"ILLEX",106,30
"112",2023-08-06,"ILLEX",119,34
"113",2023-08-06,"ILLEX",120,34
"114",2023-08-06,"ILLEX",125,44
"115",2023-08-06,"ILLEX",137,48
"116",2023-08-06,"ILLEX",113,36
"117",2023-08-06,"ILLEX",123,36
"118",2023-08-06,"ILLEX",115,34
"119",2023-08-06,"ILLEX",128,42
"120",2023-08-06,"ILLEX",148,50
"121",2023-08-06,"ILLEX",127,42
"122",2023-08-06,"ILLEX",113,36
"123",2023-08-06,"ILLEX",120,36
"124",2023-08-06,"ILLEX",116,32
"125",2023-08-06,"ILLEX",118,38
"126",2023-08-06,"ILLEX",123,34
"127",2023-08-06,"ILLEX",113,30
"128",2023-08-06,"ILLEX",104,30
"129",2023-08-06,"ILLEX",138,50
"130",2023-08-06,"ILLEX",126,38
"131",2023-08-06,"ILLEX",118,32
"132",2023-08-06,"ILLEX",118,32
"133",2023-08-06,"ILLEX",129,40
"134",2023-08-06,"ILLEX",109,36
"135",2023-08-06,"ILLEX",113,32
"136",2023-08-06,"ILLEX",119,34
"137",2023-08-06,"ILLEX",135,52
"138",2023-08-06,"ILLEX",109,30
"139",2023-08-06,"ILLEX",115,30
"140",2023-08-06,"ILLEX",122,36
"141",2023-08-06,"ILLEX",120,42
"142",2023-08-06,"ILLEX",111,34
"143",2023-08-06,"ILLEX",118,32
"144",2023-08-06,"ILLEX",122,34
"145",2023-08-06,"ILLEX",120,36
"146",2023-08-06,"ILLEX",119,40
"147",2023-08-06,"ILLEX",116,36
"148",2023-08-06,"ILLEX",128,40
"149",2023-08-06,"ILLEX",121,34
"150",2023-08-06,"ILLEX",131,42
"151",2023-08-06,"ILLEX",120,34
"152",2023-08-06,"ILLEX",132,48
"153",2023-08-06,"ILLEX",132,54
"154",2023-08-06,"ILLEX",125,36
"155",2023-08-06,"ILLEX",161,80
"156",2023-08-06,"ILLEX",109,32
"157",2023-08-06,"ILLEX",123,38
"158",2023-08-06,"ILLEX",122,32
"159",2023-08-06,"ILLEX",113,28
"160",2023-08-06,"ILLEX",115,28
"161",2023-08-06,"ILLEX",138,48
"162",2023-08-06,"ILLEX",123,32
"163",2023-08-06,"ILLEX",117,38
"164",2023-08-06,"ILLEX",153,70
"165",2023-08-06,"ILLEX",117,32
"166",2023-08-06,"ILLEX",120,32
"167",2023-08-06,"ILLEX",121,36
"168",2023-08-06,"ILLEX",124,34
"169",2023-08-06,"ILLEX",130,42
"170",2023-08-06,"ILLEX",113,30
"171",2023-08-06,"ILLEX",137,50
"172",2023-08-06,"ILLEX",125,42
"173",2023-08-06,"ILLEX",109,30
"174",2023-08-06,"ILLEX",124,36
"175",2023-08-06,"ILLEX",127,38
"176",2023-08-06,"ILLEX",122,36
"177",2023-08-06,"ILLEX",124,38
"178",2023-08-06,"ILLEX",123,34
"179",2023-08-06,"ILLEX",135,52
"180",2023-08-06,"ILLEX",133,46
"181",2023-08-06,"ILLEX",128,40
"182",2023-08-06,"ILLEX",126,38
"183",2023-08-06,"ILLEX",109,34
"184",2023-08-06,"ILLEX",119,34
"185",2023-08-06,"ILLEX",145,62
"186",2023-08-06,"ILLEX",124,40
"187",2023-08-06,"ILLEX",118,34
"188",2023-08-06,"ILLEX",130,42
"189",2023-08-06,"ILLEX",120,36
"190",2023-08-06,"ILLEX",118,34
"191",2023-08-06,"ILLEX",104,28
"192",2023-08-06,"ILLEX",111,30
"193",2023-08-06,"ILLEX",126,44
"194",2023-08-06,"ILLEX",129,40
"195",2023-08-06,"ILLEX",120,36
"196",2023-08-06,"ILLEX",123,40
"197",2023-08-06,"ILLEX",113,32
"198",2023-08-06,"ILLEX",111,34
"199",2023-08-06,"LOLIGO",121,48
"200",2023-08-06,"LOLIGO",99,34
"201",2023-08-06,"LOLIGO",119,48
"202",2023-08-06,"LOLIGO",107,38
"203",2023-08-06,"LOLIGO",101,32
"204",2023-08-06,"LOLIGO",106,34
"205",2023-08-06,"LOLIGO",103,42
"206",2023-08-06,"LOLIGO",99,34
"207",2023-08-06,"LOLIGO",96,30
"208",2023-08-06,"LOLIGO",84,24
"209",2023-08-06,"LOLIGO",86,22
"210",2023-08-06,"LOLIGO",95,26
"211",2023-08-06,"LOLIGO",123,48
"212",2023-08-06,"LOLIGO",109,36
"213",2023-08-06,"LOLIGO",88,24
"214",2023-08-06,"ILLEX",114,32
"215",2023-08-06,"ILLEX",117,34
"216",2023-08-06,"ILLEX",121,40
"217",2023-08-06,"ILLEX",121,40
"218",2023-08-06,"ILLEX",120,30
"219",2023-08-06,"ILLEX",148,60
"220",2023-08-06,"ILLEX",159,154
"221",2023-08-06,"ILLEX",97,24
"222",2023-08-06,"ILLEX",107,34
"223",2023-08-06,"ILLEX",127,42
"224",2023-08-06,"ILLEX",119,36
"225",2023-08-06,"ILLEX",140,64
"226",2023-08-06,"ILLEX",110,24
"227",2023-08-06,"ILLEX",107,34
"228",2023-08-06,"ILLEX",120,36
"229",2023-08-06,"ILLEX",117,30
"230",2023-08-06,"ILLEX",134,42
"231",2023-08-06,"ILLEX",108,24
"232",2023-08-06,"ILLEX",115,30
"233",2023-08-06,"ILLEX",120,36
"234",2023-08-06,"ILLEX",138,46
"235",2023-08-06,"ILLEX",136,48
"236",2023-08-06,"ILLEX",124,36
"237",2023-08-06,"ILLEX",139,50
"238",2023-08-06,"ILLEX",114,36
"239",2023-08-06,"ILLEX",116,40
"240",2023-08-06,"ILLEX",127,46
"241",2023-08-06,"ILLEX",113,32
"242",2023-08-06,"ILLEX",116,32
"243",2023-08-06,"ILLEX",121,34
"244",2023-08-06,"ILLEX",118,32
"245",2023-08-06,"ILLEX",117,30
"246",2023-08-06,"ILLEX",143,60
"247",2023-08-06,"ILLEX",148,56
"248",2023-08-06,"ILLEX",124,44
"249",2023-08-06,"ILLEX",131,40
"250",2023-08-06,"ILLEX",146,26
"251",2023-08-06,"ILLEX",148,66
"252",2023-08-06,"ILLEX",111,30
"253",2023-08-06,"ILLEX",114,28
"254",2023-08-06,"ILLEX",124,32
"255",2023-08-06,"ILLEX",119,32
"256",2023-08-06,"ILLEX",118,32
"257",2023-08-06,"ILLEX",125,40
"258",2023-08-06,"ILLEX",112,32
"259",2023-08-06,"ILLEX",126,40
"260",2023-08-06,"ILLEX",121,34
"261",2023-08-06,"ILLEX",111,30
"262",2023-08-06,"ILLEX",117,30
"263",2023-08-06,"ILLEX",121,40
"264",2023-08-06,"ILLEX",138,52
"265",2023-08-06,"ILLEX",120,36
"266",2023-08-06,"ILLEX",124,32
"267",2023-08-06,"ILLEX",119,26
"268",2023-08-06,"ILLEX",139,62
"269",2023-08-06,"ILLEX",106,26
"270",2023-08-06,"ILLEX",121,34
"271",2023-08-06,"ILLEX",121,36
"272",2023-08-06,"ILLEX",123,40
"273",2023-08-06,"ILLEX",124,42
"274",2023-08-06,"ILLEX",116,36
"275",2023-08-06,"ILLEX",116,36
"276",2023-08-06,"ILLEX",108,32
"277",2023-08-06,"ILLEX",126,48
"278",2023-08-06,"ILLEX",131,54
"279",2023-08-06,"ILLEX",113,32
"280",2023-08-06,"ILLEX",126,38
"281",2023-08-06,"ILLEX",114,32
"282",2023-08-06,"ILLEX",127,38
"283",2023-08-06,"ILLEX",116,32
"284",2023-08-06,"ILLEX",128,42
"285",2023-08-06,"ILLEX",125,40
"286",2023-08-06,"ILLEX",121,30
"287",2023-08-06,"ILLEX",131,40
"288",2023-08-06,"ILLEX",118,30
"289",2023-08-06,"ILLEX",134,46
"290",2023-08-06,"ILLEX",121,36
"291",2023-08-06,"ILLEX",125,32
"292",2023-08-06,"ILLEX",124,38
"293",2023-08-06,"ILLEX",122,36
"294",2023-08-06,"ILLEX",109,28
"295",2023-08-06,"ILLEX",36,4
"296",2023-08-06,"ILLEX",28,2
"297",2023-08-06,"ILLEX",131,40
"298",2023-08-06,"ILLEX",124,34
"299",2023-08-06,"ILLEX",116,32
"300",2023-08-06,"ILLEX",130,40
"301",2023-08-06,"ILLEX",134,38
"302",2023-08-06,"ILLEX",134,44
"303",2023-08-06,"ILLEX",133,54
"304",2023-08-06,"ILLEX",116,28
"305",2023-08-06,"ILLEX",132,42
"306",2023-08-06,"ILLEX",118,36
"307",2023-08-06,"ILLEX",111,28
"308",2023-08-06,"ILLEX",116,22
"309",2023-08-06,"ILLEX",127,38
"310",2023-08-06,"ILLEX",131,40
"311",2023-08-06,"ILLEX",123,32
"312",2023-08-06,"ILLEX",127,44
"313",2023-08-06,"ILLEX",117,32
"314",2023-08-06,"ILLEX",127,36
"315",2023-08-06,"ILLEX",123,38
"316",2023-08-06,"ILLEX",114,28
"317",2023-08-06,"ILLEX",160,84
"318",2023-08-06,"ILLEX",124,39
"319",2023-08-06,"ILLEX",126,40
"320",2023-08-06,"ILLEX",132,40
"321",2023-08-06,"ILLEX",129,40
"322",2023-08-06,"ILLEX",119,34
"323",2023-08-06,"ILLEX",115,24
"324",2023-08-06,"ILLEX",127,38
"325",2023-08-06,"ILLEX",140,48
"326",2023-08-06,"ILLEX",135,38
"327",2023-08-06,"ILLEX",135,44
"328",2023-08-06,"ILLEX",116,30
"329",2023-08-06,"ILLEX",123,32
"330",2023-08-06,"ILLEX",116,30
"331",2023-08-06,"ILLEX",114,28
"332",2023-08-06,"ILLEX",118,32
"333",2023-08-06,"ILLEX",128,38
"334",2023-08-06,"ILLEX",111,30
"335",2023-08-06,"ILLEX",148,52
"336",2023-08-06,"ILLEX",135,42
"337",2023-08-06,"ILLEX",120,30
"338",2023-08-06,"ILLEX",133,40
"339",2023-08-06,"ILLEX",118,28
"340",2023-08-06,"ILLEX",114,28
"341",2023-08-06,"ILLEX",123,36
"342",2023-08-06,"ILLEX",128,38
"343",2023-08-06,"ILLEX",111,30
"344",2023-08-06,"ILLEX",129,42
"345",2023-08-06,"ILLEX",130,44
"346",2023-08-06,"ILLEX",134,50
"347",2023-08-06,"ILLEX",117,32
"348",2023-08-06,"ILLEX",120,34
"349",2023-08-06,"ILLEX",128,36
"350",2023-08-06,"ILLEX",122,30
"351",2023-08-06,"ILLEX",132,38
"352",2023-08-06,"ILLEX",122,38
"353",2023-08-06,"ILLEX",121,30
"354",2023-08-06,"ILLEX",110,36
"355",2023-08-06,"ILLEX",125,36
"356",2023-08-06,"ILLEX",129,34
"357",2023-08-06,"ILLEX",119,42
"358",2023-08-06,"ILLEX",120,28
"359",2023-08-06,"ILLEX",126,36
"360",2023-08-06,"ILLEX",119,28
"361",2023-08-06,"ILLEX",141,52
"362",2023-08-06,"ILLEX",131,38
"363",2023-08-06,"ILLEX",130,40
"364",2023-08-06,"ILLEX",106,20
"365",2023-08-06,"ILLEX",121,34
"366",2023-08-06,"ILLEX",124,32
"367",2023-08-06,"ILLEX",129,42
"368",2023-08-06,"ILLEX",130,42
"369",2023-08-06,"ILLEX",117,30
"370",2023-08-06,"ILLEX",118,30
"371",2023-08-06,"ILLEX",124,30
"372",2023-08-06,"ILLEX",116,30
"373",2023-08-06,"ILLEX",113,28
"374",2023-08-06,"ILLEX",138,48
"375",2023-08-06,"ILLEX",104,26
"376",2023-08-06,"ILLEX",113,28
"377",2023-08-06,"ILLEX",112,28
"378",2023-08-06,"ILLEX",119,28
"379",2023-08-06,"ILLEX",115,28
"380",2023-08-06,"ILLEX",139,50
"381",2023-08-06,"ILLEX",119,30
"382",2023-08-06,"ILLEX",128,44
"383",2023-08-06,"ILLEX",122,36
"384",2023-08-06,"ILLEX",122,30
"385",2023-08-06,"ILLEX",137,48
"386",2023-08-06,"ILLEX",129,42
"387",2023-08-06,"ILLEX",127,32
"388",2023-08-06,"ILLEX",120,32
"389",2023-08-06,"ILLEX",109,26
"390",2023-08-06,"ILLEX",129,36
"391",2023-08-06,"ILLEX",118,26
"392",2023-08-06,"ILLEX",108,28
"393",2023-08-06,"ILLEX",137,48
"394",2023-08-06,"ILLEX",138,50
"395",2023-08-06,"ILLEX",128,46
"396",2023-08-06,"ILLEX",127,38
"397",2023-08-06,"ILLEX",131,38
"398",2023-08-06,"ILLEX",124,36
"399",2023-08-06,"ILLEX",120,40
"400",2023-08-06,"ILLEX",121,30
"401",2023-08-06,"ILLEX",119,32
"402",2023-08-06,"ILLEX",141,56
"403",2023-08-06,"ILLEX",134,50
"404",2023-08-06,"ILLEX",134,54
"405",2023-08-06,"ILLEX",121,32
"406",2023-08-06,"ILLEX",140,60
"407",2023-08-06,"ILLEX",119,32
"408",2023-08-06,"ILLEX",126,32
"409",2023-08-06,"ILLEX",122,38
"410",2023-08-06,"ILLEX",122,32
"411",2023-08-06,"ILLEX",129,44
"412",2023-08-06,"ILLEX",119,32
"413",2023-08-06,"ILLEX",119,36
"414",2023-08-06,"ILLEX",123,42
"415",2023-08-06,"ILLEX",126,44
"416",2023-08-06,"ILLEX",121,38
"417",2023-08-06,"ILLEX",125,32
"418",2023-08-06,"ILLEX",123,34
"419",2023-08-06,"ILLEX",124,28
"420",2023-08-06,"ILLEX",119,32
"421",2023-08-06,"ILLEX",123,34
"422",2023-08-06,"ILLEX",118,32
"423",2023-08-06,"ILLEX",116,32
"424",2023-08-06,"ILLEX",120,30
"425",2023-08-06,"ILLEX",141,50
"426",2023-08-06,"ILLEX",121,32
"427",2023-08-06,"ILLEX",128,36
"428",2023-08-06,"ILLEX",126,36
"429",2023-08-06,"LOLIGO",88,22
"430",2023-08-06,"LOLIGO",94,24
"431",2023-08-06,"LOLIGO",84,20
"432",2023-08-06,"LOLIGO",120,50
"433",2023-08-06,"LOLIGO",91,26
"434",2023-08-06,"LOLIGO",107,24
"435",2023-08-06,"LOLIGO",68,16
"436",2023-08-06,"LOLIGO",81,22
"437",2023-08-06,"LOLIGO",77,16
"438",2023-08-06,"LOLIGO",77,16
"439",2023-08-06,"LOLIGO",77,16
"440",2023-08-06,"LOLIGO",95,28
"441",2023-08-06,"LOLIGO",85,20
"442",2023-08-06,"LOLIGO",77,14
"443",2023-08-06,"LOLIGO",79,16
"444",2023-08-06,"LOLIGO",79,16
"445",2023-08-06,"LOLIGO",79,14
"446",2023-08-06,"LOLIGO",111,34
"447",2023-08-06,"LOLIGO",86,22
"448",2023-08-06,"LOLIGO",89,26
"449",2023-08-06,"LOLIGO",88,22
"450",2023-08-06,"LOLIGO",78,16
"451",2023-08-06,"LOLIGO",97,22
"452",2023-08-06,"LOLIGO",86,16
"453",2023-08-06,"LOLIGO",96,28
"454",2023-08-06,"LOLIGO",80,20
"455",2023-08-06,"LOLIGO",77,16
"456",2023-08-06,"LOLIGO",88,24
"457",2023-08-06,"LOLIGO",76,14
"458",2023-08-06,"LOLIGO",99,22
"459",2023-08-06,"LOLIGO",77,16
"460",2023-08-06,"LOLIGO",79,14
"461",2023-08-06,"LOLIGO",80,14
"462",2023-08-06,"LOLIGO",81,20
"463",2023-08-06,"LOLIGO",107,38
"464",2023-08-06,"LOLIGO",94,26
"465",2023-08-06,"LOLIGO",91,22
"466",2023-08-06,"LOLIGO",90,22
"467",2023-08-06,"LOLIGO",85,16
"468",2023-08-06,"LOLIGO",76,14
"469",2023-08-06,"LOLIGO",74,16
"470",2023-08-06,"LOLIGO",64,14
"471",2023-08-06,"LOLIGO",93,28
"472",2023-08-06,"LOLIGO",83,20
"473",2023-08-06,"LOLIGO",76,18
"474",2023-08-06,"LOLIGO",82,20
"475",2023-08-06,"LOLIGO",85,20
"476",2023-08-06,"LOLIGO",93,28
"477",2023-08-06,"LOLIGO",75,16
"478",2023-08-06,"LOLIGO",85,24
"479",2023-08-06,"LOLIGO",88,28
"480",2023-08-06,"LOLIGO",87,26
"481",2023-08-06,"LOLIGO",79,20
"482",2023-08-06,"LOLIGO",80,20
"483",2023-08-06,"LOLIGO",69,14
"484",2023-08-06,"LOLIGO",67,12
"485",2023-08-06,"LOLIGO",83,20
"486",2023-08-06,"LOLIGO",84,20
"487",2023-08-06,"LOLIGO",106,32
"488",2023-08-06,"LOLIGO",74,18
"489",2023-08-06,"LOLIGO",80,18
"490",2023-08-06,"LOLIGO",87,24
"491",2023-08-06,"LOLIGO",88,20
